"Codi centre","Denominació completa","Codi naturalesa","Nom naturalesa","Codi titularitat","Nom titularitat","Adreça","Codi postal","Telèfon","FAX","Codi delegació","Nom delegació","Codi comarca","Nom comarca","Codi municipi","Nom municipi","Codi districte municipal","Nom DM","Codi localitat","Nom localitat","Zona educativa","Coordenades UTM X","Coordenades UTM Y","Coordenades GEO X","Coordenades GEO Y","Estudis","E mail centre","Estat","Grups en quarantena","cursos","linies","als_per_classe","num_alumnes","DATAGENERACIO","DATACREACIO","CODIMUNICIPI","ESTAT","GRUP_CONFIN","ALUMN_CONFIN","DOCENT_CONFIN","ALTRES_CONFIN","GRUP_ESTABLE","ALUMN_POSITIU","PERSONAL_POSITIU","ALTRES_POSITIU"
8001716,"Escola Dolors Monserdà-Santapau",1,"Públic",1,"Dep. Educació","av. Vallvidrera. 9",8017,"932 031 278","932 031 278",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,426079.608,4584119.718,2.11562359,41.405224297,"EINF2C EPRI","a8001716@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 18:03",8019,"Obert",0,0,0,0,27,0,0,0
8001731,"Escola Poeta Foix",1,"Públic",1,"Dep. Educació","c. Balmes. 298",8006,"932 018 152","932 018 034",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",5,"DM V - Sarrià - Sant Gervasi",1,"Barcelona",NA,428603.843,4583766.675,2.14586166,41.402272726,"EINF2C EPRI","a8001731@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 13:01",8019,"Obert",1,24,2,0,13,1,0,0
8001777,"Escola Ramon Llull",1,"Públic",1,"Dep. Educació","av. Diagonal. 275",8013,"932 313 457","932 322 198",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,431270.687,4583584.012,2.177783622,41.400859936,"EINF2C EPRI","a8001777@xtec.cat","Grups en quarantena",3,NA,NA,NA,NA,2020-09-26 07:00:00,"23/09/2020 15:28",8019,"Obert",3,47,3,3,26,3,0,0
8001789,"Escola Cervantes",1,"Públic",1,"Dep. Educació","c. Sant Pere Més Baix. 31",8003,"932 682 050","932 682 050",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",1,"DM I - Ciutat vella",1,"Barcelona",NA,431222.936,4582067.916,2.177384602,41.387200845,"EINF2C EPRI","a8001789@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 11:52",8019,"Obert",0,0,0,0,9,1,0,0
8001790,"Escola Pere Vila",1,"Públic",1,"Dep. Educació","pg. Lluís Companys. 18",8018,"933 099 417","934 856 120",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",1,"DM I - Ciutat vella",1,"Barcelona",NA,431557.018,4582514.451,2.181329579,41.391251152,"EINF2C EPRI","a8001790@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 20:26",8019,"Obert",1,0,0,0,25,0,0,0
8001807,"Escola de la Concepció",1,"Públic",1,"Dep. Educació","c. Bruc. 102",8009,"934 576 081","934 570 055",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,430468.424,4582987.484,2.16825552,41.395418232,"EINF2C EPRI","a8001807@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 21:58",8019,"Obert",1,17,1,1,11,1,0,0
8001819,"Escola Collaso i Gil",1,"Públic",1,"Dep. Educació","c. Sant Pau. 101",8001,"934 410 098","934 410 114",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",1,"DM I - Ciutat vella",1,"Barcelona",NA,430506.99,4580852.021,2.16896175,41.376188129,"EINF2C EPRI","a8001819@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 14:15",8019,"Obert",1,22,1,1,23,1,0,0
8001820,"Escola Milà i Fontanals",1,"Públic",1,"Dep. Educació","c. Àngels. s/n",8001,"934 427 038","934 427 038",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",1,"DM I - Ciutat vella",1,"Barcelona",NA,430460.925,4581518.501,2.168334465,41.382186929,"EINF2C EPRI","a8001820@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"11/09/2020 7:27",8019,"Obert",0,0,0,0,18,3,0,0
8001832,"Escola Castella",1,"Públic",1,"Dep. Educació","pl. Castella. 8",8001,"933 020 835","933 020 835",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",1,"DM I - Ciutat vella",1,"Barcelona",NA,430150.876,4581827.631,2.164591122,41.384944309,"EINF2C EPRI","a8001832@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8001856,"Escola Drassanes",1,"Públic",1,"Dep. Educació","c. Nou de Sant Francesc. 9-13",8001,"933 189 733","933 178 302",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",1,"DM I - Ciutat vella",1,"Barcelona",NA,431204.29,4581166.46,2.177263958,41.379080108,"EINF2C EPRI","a8001856@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"11/09/2020 22:30",8019,"Obert",0,0,0,0,18,0,0,0
8001868,"Escola Rubén Darío",1,"Públic",1,"Dep. Educació","rda. Sant Pau. 38",8001,"934 429 203","934 429 203",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",1,"DM I - Ciutat vella",1,"Barcelona",NA,430238.03,4580934.455,2.165736209,41.376907317,"EINF2C EPRI","a8001868@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 18:31",8019,"Obert",0,0,0,0,9,0,0,0
8001911,"Escola Els Llorers",1,"Públic",1,"Dep. Educació","av. de Roma. 98-100",8015,"934 544 865","934 514 947",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,429139.833,4581758.628,2.152508185,41.3842344,"EINF2C EPRI","a8001911@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"23/09/2020 10:20",8019,"Obert",0,1,0,0,30,1,0,0
8001923,"Escola Diputació",1,"Públic",1,"Dep. Educació","c. Diputació. 112-116",8015,"934 546 868","934 546 868",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,429403.608,4581476.939,2.15569543,41.38172051,"EINF2C EPRI","a8001923@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"17/09/2020 11:53",8019,"Obert",1,20,1,1,23,1,0,0
8001947,"Escola Mallorca",1,"Públic",1,"Dep. Educació","c. Londres. 64",8036,"934 442 682","934 442 143",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",2,"DM II - Eixample",1,"Barcelona",NA,428764.619,4582534.961,2.147929778,41.391193409,"EINF2C EPRI","a8001947@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,1,0,0
8002009,"Escola Francesc Macià",1,"Públic",1,"Dep. Educació","pl. Espanya. 2-3",8014,"934 235 085","934 235 085",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,428957.12,4580679.026,2.150449704,41.374494683,"EINF2C EPRI","a8002009@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8002010,"Escola Lluís Vives",1,"Públic",1,"Dep. Educació","c. Canalejas. 107",8028,"934 222 440","934 222 440",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,427082.391,4580401.96,2.128066963,41.371831579,"EINF2C EPRI","a8002010@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 17:19",8019,"Obert",0,0,0,0,14,0,0,0
8002022,"Escola Cal Maiol",1,"Públic",1,"Dep. Educació","c. Sagunt. 92-94",8014,"933 318 893","933 318 893",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,427737.227,4580512.897,2.135883267,41.37288981,"EINF2C EPRI","a8002022@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"12/09/2020 8:03",8019,"Obert",0,0,0,0,9,0,0,0
8002058,"Escola Pràctiques",1,"Públic",1,"Dep. Educació","c. Guitard. 8",8014,"934 907 023","934 914 292",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,427986.489,4581393.108,2.138759038,41.380839889,"EINF2C EPRI","a8002058@xtec.cat","Grups en quarantena",2,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 17:40",8019,"Obert",2,51,2,0,22,4,0,0
8002061,"Escola Jaume I",1,"Públic",1,"Dep. Educació","c. Melcior de Palau. 134-136",8014,"934 904 103","934 907 932",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,427914.322,4581402.423,2.137894947,41.380917319,"EINF2C EPRI","a8002061@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 20:28",8019,"Obert",1,0,0,0,21,2,0,0
8002071,"Escola Gayarre",1,"Públic",1,"Dep. Educació","c. Gayarre. 54-56",8014,"934 211 350",NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",3,"DM III - Sants - Montjuïc",1,"Barcelona",NA,428107.908,4580557.632,2.140310077,41.373325921,"EINF2C EPRI","a8002071@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 9:53",8019,"Obert",0,0,0,0,9,0,0,0
8002113,"Escola Rius i Taulet",1,"Públic",1,"Dep. Educació","pl. de Ferran Lesseps. 19",8023,"932 176 196","932 176 196",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,428987.579,4584386.89,2.150379183,41.407892748,"EINF2C EPRI","a8002113@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8002174,"Escola Baldiri Reixac",1,"Públic",1,"Dep. Educació","c. Olot. s/n (Parc Güell)",8024,"932 130 484","932 130 484",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,429211.168,4584986.924,2.152983813,41.413316739,"EINF2C EPRI","a8002174@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 19:08",8019,"Obert",0,0,0,0,9,0,0,0
8002186,"Escola Mare de Déu de Montserrat",1,"Públic",1,"Dep. Educació","c. Natzaret. 83-85",8035,"934 181 300","932 125 926",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,427787.68,4586421.247,2.135781804,41.426108407,"EINF2C EPRI","a8002186@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8002198,"Escola La Farigola de Vallcarca",1,"Públic",1,"Dep. Educació","c. Sant Camil. 31",8023,"932 138 802","932 138 802",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,428683.357,4585045.988,2.146662049,41.413802044,"EINF2C EPRI","a8002198@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 18:29",8019,"Obert",0,0,0,0,9,1,0,0
8002204,"Escola Montseny",1,"Públic",1,"Dep. Educació","c. Torrent del Remei. 2-10",8023,"932 139 845","932 139 845",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,428814.861,4585242.33,2.148212295,41.41558207,"EINF2C EPRI","a8002204@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8002216,"Escola Josep Maria de Sagarra",1,"Públic",1,"Dep. Educació","pg. Vall d'Hebron. 64-70",8023,"932 124 429","932 124 429",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",6,"DM VI - Gràcia",1,"Barcelona",NA,428120.424,4585659.582,2.139854109,41.419278262,"EINF2C EPRI","a8002216@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 15:41",8019,"Obert",1,19,1,2,13,2,0,0
8002277,"Escola Calderón de la Barca",1,"Públic",1,"Dep. Educació","c. Orduña. s/n",8031,"934 084 651","934 084 651",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,430841.767,4587246.439,2.172234175,41.433809331,"EINF2C EPRI","a8002277@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 15:10",8019,"Obert",1,12,2,0,17,1,0,0
8002290,"Escola Emili Juncadella",1,"Públic",1,"Dep. Educació","c. Juan de Garay. 12",8041,"933 518 304","933 518 304",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",9,"DM IX - Sant Andreu",1,"Barcelona",NA,431591.788,4585489.286,2.181409223,41.418047508,"EINF2C EPRI","a8002290@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"22/09/2020 20:28",8019,"Obert",1,0,0,0,0,2,0,0
8002320,"Escola Ciutat Comtal",1,"Públic",1,"Dep. Educació","c. Pujalt. s/n",8033,"933 592 942","933 592 942",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,431724.328,4590458.643,2.182433507,41.462815938,"EINF2C EPRI","a8002320@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 16:59",8019,"Obert",0,0,0,0,9,0,0,0
8002344,"Escola El Turó",1,"Públic",1,"Dep. Educació","c. de Peñalara. 19-55",8031,"934 295 384","934 295 384",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,430737.696,4586988.601,2.171018209,41.431478115,"EINF2C EPRI","a8002344@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8002368,"Escola Timbaler del Bruc",1,"Públic",1,"Dep. Educació","c. Arnau Oms. 4",8016,"933 522 951","933 522 951",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,431271.309,4586644.759,2.177443331,41.428427099,"EINF2C EPRI","a8002368@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8002393,"Escola L'Arc de Sant Martí",1,"Públic",1,"Dep. Educació","c. Almacelles. 1-11",8020,"933 141 776","933 141 776",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,433128.957,4585997.318,2.199745471,41.422752596,"EINF2C EPRI","a8002393@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"24/09/2020 22:07",8019,"Obert",1,18,2,0,13,1,0,0
8002411,"Escola Baró de Viver",1,"Públic",1,"Dep. Educació","c. Tucuman. 1",8030,"933 455 613","933 455 613",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",9,"DM IX - Sant Andreu",1,"Barcelona",NA,433184.705,4588533.57,2.200132165,41.445600436,"EINF2C EPRI","a8002411@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 15:18",8019,"Obert",0,2,0,0,0,0,0,0
8002459,"Escola Elisenda de Montcada",1,"Públic",1,"Dep. Educació","c. Vallcivera. s/n",8033,"933 592 941","933 592 941",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,431389.146,4590216.883,2.178447752,41.460609911,"EINF2C EPRI","a8002459@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 14:57",8019,"Obert",0,0,0,0,24,0,0,0
8002484,"Escola Aiguamarina",1,"Públic",1,"Dep. Educació","c. Casals i Cuberó. s/n",8042,"933 541 302","933 541 302",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,431143.497,4588142.484,2.175743164,41.441905593,"EINF2C EPRI","a8002484@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 18:54",8019,"Obert",1,16,2,1,1,1,0,0
8002526,"Escola Tibidabo",1,"Públic",1,"Dep. Educació","c. Joaquim Valls. 10(Barriada Roquetes)",8016,"933 594 745","939 594 745",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,431743.368,4588205.484,2.182916188,41.442524235,"EINF2C EPRI","a8002526@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"18/09/2020 15:30",8019,"Obert",0,0,0,0,13,0,0,0
8002538,"Escola Víctor Català",1,"Públic",1,"Dep. Educació","c. Font d'en Canyelles. 35",8016,"933 590 946",NA,108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,426533.061,4583149.462,2.12116579,41.39652721,"EINF2C EPRI","a8002538@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 11:23",8019,"Obert",0,0,0,0,19,0,0,0
8002551,"Escola Molí de Finestrelles",1,"Públic",1,"Dep. Educació","c. Guardiola i Feliu. 7-9",8030,"933 456 816","933 456 816",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",9,"DM IX - Sant Andreu",1,"Barcelona",NA,432270.287,4587789.59,2.189269821,41.438823044,"EINF2C EPRI","a8002551@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8002563,"Escola La Mar Bella",1,"Públic",1,"Dep. Educació","pl. Sant Bernat Calbó. 2",8005,"932 252 838","932 252 838",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,433516.788,4583434.826,2.204667826,41.399705127,"EINF2C EPRI","a8002563@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 12:40",8019,"Obert",0,0,1,0,17,1,0,0
8002575,"Escola La Pau",1,"Públic",1,"Dep. Educació","c. Extremadura. 15",8020,"933 136 239","933 136 239",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,433947.425,4586144.75,2.209523184,41.424148181,"EINF2C EPRI","a8002575@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"16/09/2020 9:02",8019,"Obert",0,1,1,0,9,1,0,0
8002587,"Escola Concepción Arenal",1,"Públic",1,"Dep. Educació","c. Cristobal de Moura. 240",8019,"933 052 151","933 052 151",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,434424.852,4585397.461,2.215317253,41.417456663,"EINF2C EPRI","a8002587@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"24/09/2020 11:31",8019,"Obert",1,11,1,0,11,1,0,0
8002599,"Escola Eduard Marquina",1,"Públic",1,"Dep. Educació","c. Jaume Huguet. 22",8019,"933 053 001","933 070 457",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,434320.477,4585503.417,2.214056887,41.418402456,"EINF2C EPRI","a8002599@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"21/09/2020 9:21",8019,"Obert",0,2,0,0,9,0,0,0
8002617,"Escola Rambleta del Clot",1,"Públic",1,"Dep. Educació","c. Aragó. 620",8018,"932 454 243","932 454 243",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,432278.291,4584646.371,2.189717662,41.410513785,"EINF2C EPRI","a8002617@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 11:20",8019,"Obert",0,0,0,0,22,0,0,0
8002629,"Escola Les Acàcies",1,"Públic",1,"Dep. Educació","c. Pujadas. 252-270",8005,"933 070 033","933 071 580",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,433485.388,4583928.012,2.204238033,41.404144527,"EINF2C EPRI","a8002629@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"13/09/2020 17:42",8019,"Obert",0,0,0,0,19,0,0,0
8002630,"Escola Els Porxos",1,"Públic",1,"Dep. Educació","pl. Eduard Torroja. 12-20",8020,"933 071 232","933 071 232",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,432999.911,4585107.435,2.198299883,41.414726933,"EINF2C EPRI","a8002630@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8002642,"Escola Poblenou",1,"Públic",1,"Dep. Educació","c. Perú. 139",8018,"933 072 613","932 660 967",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,432910.469,4584535.593,2.197293165,41.409569056,"EINF2C EPRI","a8002642@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
8002654,"Escola Prim",1,"Públic",1,"Dep. Educació","c. Bernat Metge. 20-26",8019,"933 142 420","933 142 420",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,434133.108,4585697.454,2.211793842,41.420134756,"EINF2C EPRI","a8002654@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 11:42",8019,"Obert",0,0,0,0,18,0,0,0
8002666,"CEE Concha Espina",1,"Públic",1,"Dep. Educació","c. Prim. 121-123",8020,"933 144 919","933 144 919",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,433868.16,4585537.754,2.208641057,41.418674617,"EE","a8002666@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"16/09/2020 9:12",8019,"Obert",0,0,0,0,10,0,0,0
8002681,"Escola Duran i Bas",1,"Públic",1,"Dep. Educació","c. Vallespir. 198",8014,"934 908 159","934 908 159",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",4,"DM IV - Les Corts",1,"Barcelona",NA,427533.205,4581887.23,2.133279516,41.385249554,"EINF2C EPRI","a8002681@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"14/09/2020 16:01",8019,"Obert",0,0,1,0,27,0,0,0
8002721,"Escola Font d'en Fargas",1,"Públic",1,"Dep. Educació","pg. Font d'En Fargas. 65",8032,"933 576 148","933 576 148",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430245.949,4586024.546,2.165244448,41.42275269,"EINF2C EPRI","a8002721@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 17:21",8019,"Obert",0,0,0,0,25,0,0,0
8002733,"Escola Miralletes",1,"Públic",1,"Dep. Educació","c. Indústria. 255",8041,"934 563 281","934 563 281",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,431398.132,4584974.272,2.179150515,41.41339244,"EINF2C EPRI","a8002733@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"17/09/2020 13:18",8019,"Obert",0,0,0,0,9,0,0,0
8002745,"Escola El Carmel",1,"Públic",1,"Dep. Educació","c. Llobregós. 154",8032,"934 294 698","934 294 698",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,429324.826,4586101.645,2.154213377,41.423366589,"EINF2C EPRI","a8002745@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"15/09/2020 11:10",8019,"Obert",0,0,0,0,18,0,0,0
8002770,"Escola Àgora",1,"Públic",1,"Dep. Educació","c. Marne. 2",8042,"933 596 280","--- --- ---",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",8,"DM VIII - Nou Barris",1,"Barcelona",NA,430495.543,4587660.665,2.168042945,41.43751021,"EINF2C EPRI","a8002770@xtec.cat","Grups en quarantena",1,NA,NA,NA,NA,2020-09-26 07:00:00,"25/09/2020 11:07",8019,"Obert",1,25,3,0,9,0,1,0
8002800,"Escola Mas Casanovas",1,"Públic",1,"Dep. Educació","c. Mas Casanovas. 55",8025,"934 364 910","933 476 299",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",7,"DM VII - Horta - Guinardó",1,"Barcelona",NA,430692.015,4584957.853,2.170704259,41.413183978,"EINF2C EPRI","a8002800@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"16/09/2020 11:40",8019,"Obert",0,0,0,0,13,2,0,0
8002873,"Escola Bac de Roda",1,"Públic",1,"Dep. Educació","c. Fluvià. 253",8020,"933 071 431","933 071 431",108,"Consorci d'Educació de Barcelona",13,"Barcelonès",8019,"Barcelona",10,"DM X - Sant Martí",1,"Barcelona",NA,432661.354,4585304.566,2.194227266,41.416474132,"EINF2C EPRI","a8002873@xtec.cat","Normalitat",0,NA,NA,NA,NA,2020-09-26 07:00:00,"09/09/2020 18:39",8019,"Obert",0,0,0,0,0,0,0,0
